data_timestamp,Spo2,Pulse,PA

2017-11-16 21:56:16,97,74,34.5
2017-11-16 21:56:17,97,74,15
2017-11-16 21:56:18,97,74,8
2017-11-16 21:56:19,97,74,37.5
2017-11-16 21:56:20,97,74,32
2017-11-16 21:56:21,97,74,36
2017-11-16 21:56:22,97,75,23.5
2017-11-16 21:56:23,97,75,25.5
2017-11-16 21:56:24,97,75,40
2017-11-16 21:56:25,97,76,26.5
2017-11-16 21:56:26,97,76,26
2017-11-16 21:56:27,97,76,21
2017-11-16 21:56:28,97,76,4.5
2017-11-16 21:56:29,97,76,4.5
2017-11-16 21:56:30,97,76,5.5
2017-11-16 21:56:31,97,75,7
2017-11-16 21:56:32,97,75,4.5
2017-11-16 21:56:33,97,75,11
2017-11-16 21:56:34,97,75,11.5
2017-11-16 21:56:35,97,74,26
2017-11-16 21:56:36,97,74,98
2017-11-16 21:56:37,97,74,9
2017-11-16 21:56:38,97,74,25.5
2017-11-16 21:56:39,97,74,22
2017-11-16 21:56:40,97,74,13.5
2017-11-16 21:56:41,97,76,80.5
2017-11-16 21:56:42,97,76,46
2017-11-16 21:56:43,97,76,62.5
2017-11-16 21:56:44,97,76,49
2017-11-16 21:56:45,97,76,21
2017-11-16 21:56:46,97,76,7
2017-11-16 21:56:47,97,76,5.5
2017-11-16 21:56:48,97,76,2.5
2017-11-16 21:56:49,97,77,5.5
2017-11-16 21:56:50,97,77,4
2017-11-16 21:56:51,97,76,3.5
2017-11-16 21:56:52,97,75,3
2017-11-16 21:56:53,97,75,3
2017-11-16 21:56:54,97,75,4
2017-11-16 21:56:55,97,75,44.5
2017-11-16 21:56:56,97,75,55
2017-11-16 21:56:57,97,75,71
2017-11-16 21:56:58,97,75,14
2017-11-16 21:56:59,97,75,12
2017-11-16 21:57:00,97,75,10
2017-11-16 21:57:01,97,76,3.5
2017-11-16 21:57:02,97,77,13
2017-11-16 21:57:03,97,77,8
2017-11-16 21:57:04,97,77,8
2017-11-16 21:57:05,97,77,5
2017-11-16 21:57:06,97,77,4
2017-11-16 21:57:07,97,77,2.5
2017-11-16 21:57:08,96,77,3.5
2017-11-16 21:57:09,96,77,3
2017-11-16 21:57:10,96,77,1.5
2017-11-16 21:57:11,96,77,2
2017-11-16 21:57:12,96,77,5.5
2017-11-16 21:57:13,96,77,7.5
2017-11-16 21:57:14,96,76,2.5
2017-11-16 21:57:15,96,76,1.5
2017-11-16 21:57:16,96,76,1
2017-11-16 21:57:17,96,76,1.5
2017-11-16 21:57:18,96,75,1.5
2017-11-16 21:57:19,96,75,1.5
2017-11-16 21:57:20,96,74,1.5
2017-11-16 21:57:21,96,74,12
2017-11-16 21:57:22,96,74,6
2017-11-16 21:57:23,96,74,7
2017-11-16 21:57:24,96,74,2.5
2017-11-16 21:57:25,96,74,2
2017-11-16 21:57:26,96,74,14
2017-11-16 21:57:27,96,73,12.5
2017-11-16 21:57:28,96,73,48
2017-11-16 21:57:29,96,73,84
2017-11-16 21:57:30,96,73,58.5
2017-11-16 21:57:31,96,74,14.5
