data_timestamp,Spo2,Pulse,PA

2017-07-12 21:57:02,96,99,68.5
2017-07-12 21:57:03,98,99,84.5
2017-07-12 21:57:04,98,99,34.5
2017-07-12 21:57:05,98,99,31
2017-07-12 21:57:06,98,99,33
2017-07-12 21:57:07,98,99,35.5
2017-07-12 21:57:08,98,99,14
2017-07-12 21:57:09,98,100,25
2017-07-12 21:57:10,98,100,17
2017-07-12 21:57:11,98,99,10.5
2017-07-12 21:57:12,97,99,10.5
2017-07-12 21:57:13,97,99,10
2017-07-12 21:57:14,97,99,12
2017-07-12 21:57:15,97,99,87.5
2017-07-12 21:57:16,97,99,65.5
2017-07-12 21:57:17,97,99,4.5
2017-07-12 21:57:18,97,100,3.5
2017-07-12 21:57:19,97,99,1.5
2017-07-12 21:57:20,97,99,1.5
2017-07-12 21:57:21,97,99,1
2017-07-12 21:57:22,97,99,1
2017-07-12 21:57:23,97,99,1
2017-07-12 21:57:24,97,99,1
2017-07-12 21:57:25,97,99,31
2017-07-12 21:57:26,97,98,45
2017-07-12 21:57:27,97,98,1.5
2017-07-12 21:57:28,97,98,2.5
2017-07-12 21:57:29,97,98,1
2017-07-12 21:57:30,97,98,1.5
2017-07-12 21:57:31,97,98,1.5
2017-07-12 21:57:32,97,99,1
2017-07-12 21:57:33,97,99,1.5
2017-07-12 21:57:34,97,100,1
2017-07-12 21:57:35,97,101,1.5
2017-07-12 21:57:36,97,101,1.5
2017-07-12 21:57:37,97,101,1
2017-07-12 21:57:38,97,101,2.5
2017-07-12 21:57:39,97,100,2
2017-07-12 21:57:40,97,99,1.5
2017-07-12 21:57:41,97,99,2.5
2017-07-12 21:57:42,97,99,1.5
2017-07-12 21:57:43,97,99,1.5
2017-07-12 21:57:44,97,99,2
2017-07-12 21:57:45,97,99,5.5
2017-07-12 21:57:46,97,99,12.5
2017-07-12 21:57:47,97,99,6.5
2017-07-12 21:57:48,97,99,2.5
2017-07-12 21:57:49,97,99,2
2017-07-12 21:57:50,97,99,1.5
2017-07-12 21:57:51,97,99,1.5
2017-07-12 21:57:52,98,99,1
2017-07-12 21:57:53,98,100,1.5
2017-07-12 21:57:54,99,100,1.5
2017-07-12 21:57:55,99,100,1.5
2017-07-12 21:57:56,99,100,2
2017-07-12 21:57:57,99,100,12.5
2017-07-12 21:57:58,99,99,127.5
2017-07-12 21:57:59,99,99,12
2017-07-12 21:58:00,99,99,12.5
2017-07-12 21:58:01,99,99,6
2017-07-12 21:58:02,99,99,4
2017-07-12 21:58:03,99,99,2
2017-07-12 21:58:04,99,100,24.5
2017-07-12 21:58:05,99,100,5
2017-07-12 21:58:06,99,101,2
2017-07-12 21:58:07,99,101,75.5
2017-07-12 21:58:08,99,101,78
2017-07-12 21:58:09,99,100,108.5
2017-07-12 21:58:10,99,99,1.5
2017-07-12 21:58:11,99,99,2.5
2017-07-12 21:58:12,99,98,1.5
2017-07-12 21:58:13,99,98,32.5
2017-07-12 21:58:14,99,99,40
2017-07-12 21:58:15,99,99,14.5
2017-07-12 21:58:16,99,99,4
2017-07-12 21:58:17,99,99,1.5
2017-07-12 21:58:18,98,101,2.5
2017-07-12 21:58:19,97,101,1.5
2017-07-12 21:58:20,97,101,2.5
2017-07-12 21:58:21,97,100,7.5
2017-07-12 21:58:22,97,99,14
2017-07-12 21:58:23,97,98,70
2017-07-12 21:58:24,97,98,3
2017-07-12 21:58:25,97,97,95.5
2017-07-12 21:58:26,97,97,127.5
2017-07-12 21:58:27,97,97,115.5
2017-07-12 21:58:28,97,97,36.5
2017-07-12 21:58:29,97,97,110.5
2017-07-12 21:58:30,255,0,40
2017-07-12 21:58:31,255,0,108
2017-07-12 21:58:32,255,0,24
2017-07-12 21:58:33,255,0,127.5
2017-07-12 21:58:34,255,0,82.5
2017-07-12 21:58:35,255,0,9
2017-07-12 21:58:36,96,93,6.5
2017-07-12 21:58:37,96,93,97.5
2017-07-12 21:58:38,96,93,29.5
2017-07-12 21:58:39,96,93,12.5
2017-07-12 21:58:40,96,93,10
2017-07-12 21:58:41,96,91,39.5
2017-07-12 21:58:42,96,91,57
2017-07-12 21:58:43,96,89,38.5
2017-07-12 21:58:44,96,88,52.5
2017-07-12 21:58:45,96,88,4
2017-07-12 21:58:46,96,88,6.5
2017-07-12 21:58:47,96,88,6
2017-07-12 21:58:48,96,88,4
2017-07-12 21:58:49,97,88,3.5
2017-07-12 21:58:50,97,88,127.5
2017-07-12 21:58:51,97,88,127.5
2017-07-12 21:58:52,97,88,56.5
2017-07-12 21:58:53,97,88,18
2017-07-12 21:58:54,97,88,51.5
2017-07-12 21:58:55,97,88,83
2017-07-12 21:58:56,97,88,74.5
2017-07-12 21:58:57,97,89,69.5
2017-07-12 21:58:58,97,90,17
2017-07-12 21:58:59,97,90,4.5
2017-07-12 21:59:00,97,90,3
2017-07-12 21:59:01,97,89,5.5
2017-07-12 21:59:02,97,86,5.5
2017-07-12 21:59:03,97,86,17
2017-07-12 21:59:04,97,85,6.5
2017-07-12 21:59:05,97,85,3.5
2017-07-12 21:59:06,97,85,4.5
2017-07-12 21:59:07,97,85,5.5
2017-07-12 21:59:08,97,86,4.5
2017-07-12 21:59:09,97,86,3
2017-07-12 21:59:10,97,87,3
2017-07-12 21:59:11,97,88,3.5
2017-07-12 21:59:12,97,88,4.5
2017-07-12 21:59:13,97,89,3
2017-07-12 21:59:14,97,89,28
2017-07-12 21:59:15,97,90,11.5
2017-07-12 21:59:16,97,90,6.5
2017-07-12 21:59:17,97,90,4.5
2017-07-12 21:59:18,97,89,79.5
2017-07-12 21:59:19,97,89,127.5
2017-07-12 21:59:20,97,89,55
2017-07-12 21:59:21,97,89,30.5
2017-07-12 21:59:22,97,89,5.5
2017-07-12 21:59:23,97,89,11
2017-07-12 21:59:24,97,88,19
2017-07-12 21:59:25,97,88,36
2017-07-12 21:59:26,98,87,10.5
2017-07-12 21:59:27,98,87,8.5
2017-07-12 21:59:28,98,86,127.5
2017-07-12 21:59:29,98,86,57
2017-07-12 21:59:30,98,86,22.5
2017-07-12 21:59:31,98,86,7.5
2017-07-12 21:59:32,98,87,5
2017-07-12 21:59:33,98,87,2.5
2017-07-12 21:59:34,98,87,1.5
2017-07-12 21:59:35,98,86,2
2017-07-12 21:59:36,98,86,2
2017-07-12 21:59:37,98,85,2.5
2017-07-12 21:59:38,98,85,3.5
2017-07-12 21:59:39,98,85,2
2017-07-12 21:59:40,98,85,2
2017-07-12 21:59:41,98,86,1
2017-07-12 21:59:42,98,86,6
2017-07-12 21:59:43,98,86,127.5
2017-07-12 21:59:44,98,86,97
2017-07-12 21:59:45,98,86,52
2017-07-12 21:59:46,98,86,37.5
2017-07-12 21:59:47,98,86,115.5
2017-07-12 21:59:48,98,86,127.5
2017-07-12 21:59:49,98,86,91
2017-07-12 21:59:50,98,86,54
2017-07-12 21:59:51,98,86,28.5
2017-07-12 21:59:52,98,86,26
2017-07-12 21:59:53,98,86,55
2017-07-12 21:59:54,255,0,127.5
2017-07-12 21:59:55,255,0,127.5
