data_timestamp,Spo2,Pulse,PA

2017-07-22 01:50:16,255,0,40.5
2017-07-22 01:50:17,255,0,28.5
2017-07-22 01:50:18,255,0,58.5
2017-07-22 01:50:19,255,0,51.5
2017-07-22 01:50:20,255,0,38.5
2017-07-22 01:50:21,255,0,57.5
2017-07-22 01:50:22,255,0,115.5
2017-07-22 01:50:23,255,0,104
2017-07-22 01:50:24,255,0,127.5
2017-07-22 01:50:25,99,112,118.5
2017-07-22 01:50:26,99,110,127.5
2017-07-22 01:50:27,99,110,98.5
2017-07-22 01:50:28,99,111,127.5
2017-07-22 01:50:29,99,111,112.5
2017-07-22 01:50:30,99,111,127.5
2017-07-22 01:50:31,99,111,125.5
2017-07-22 01:50:32,99,111,32.5
2017-07-22 01:50:33,99,111,28.5
2017-07-22 01:50:34,99,111,47.5
2017-07-22 01:50:35,99,111,127.5
2017-07-22 01:50:36,99,111,127.5
2017-07-22 01:50:37,99,111,127.5
2017-07-22 01:50:38,99,111,55
2017-07-22 01:50:39,99,111,127.5
2017-07-22 01:50:40,99,111,50.5
2017-07-22 01:50:41,99,111,3.5
2017-07-22 01:50:42,99,111,101
2017-07-22 01:50:43,99,111,115.5
2017-07-22 01:50:44,99,111,127.5
2017-07-22 01:50:45,99,111,114.5
2017-07-22 01:50:46,99,111,127.5
2017-07-22 01:50:47,99,111,127.5
2017-07-22 01:50:48,99,109,49.5
2017-07-22 01:50:49,99,106,127.5
2017-07-22 01:50:50,99,106,127.5
2017-07-22 01:50:51,99,106,98.5
2017-07-22 01:50:52,99,106,72
2017-07-22 01:50:53,99,105,97
2017-07-22 01:50:54,99,103,127.5
2017-07-22 01:50:55,99,101,127.5
2017-07-22 01:50:56,99,102,70
2017-07-22 01:50:57,99,103,23
2017-07-22 01:50:58,99,104,6.5
2017-07-22 01:50:59,99,104,9.5
2017-07-22 01:51:00,98,104,9
2017-07-22 01:51:01,98,103,5
2017-07-22 01:51:02,98,102,15
2017-07-22 01:51:03,98,101,6
2017-07-22 01:51:04,98,101,9.5
2017-07-22 01:51:05,98,100,5
2017-07-22 01:51:06,98,100,3
2017-07-22 01:51:07,98,99,2.5
2017-07-22 01:51:08,98,98,8
2017-07-22 01:51:09,98,97,30
2017-07-22 01:51:10,98,97,17
2017-07-22 01:51:11,98,98,11.5
2017-07-22 01:51:12,98,99,14
2017-07-22 01:51:13,98,99,8
2017-07-22 01:51:14,98,100,6.5
2017-07-22 01:51:15,98,100,7.5
2017-07-22 01:51:16,97,100,6
2017-07-22 01:51:17,96,100,8.5
2017-07-22 01:51:18,96,100,121.5
2017-07-22 01:51:19,96,100,127.5
2017-07-22 01:51:20,96,100,127.5
2017-07-22 01:51:21,96,100,127.5
2017-07-22 01:51:22,96,100,127.5
2017-07-22 01:51:23,96,100,68
2017-07-22 01:51:24,96,100,127.5
2017-07-22 01:51:25,96,100,127.5
2017-07-22 01:51:26,96,100,98
2017-07-22 01:51:27,96,101,16.5
2017-07-22 01:51:28,96,102,67
2017-07-22 01:51:29,96,102,127.5
2017-07-22 01:51:30,96,102,89
2017-07-22 01:51:31,96,102,127.5
2017-07-22 01:51:32,96,102,127.5
2017-07-22 01:51:33,96,102,106
2017-07-22 01:51:34,96,102,127.5
2017-07-22 01:51:35,96,102,127.5
2017-07-22 01:51:36,96,100,98
2017-07-22 01:51:37,96,100,117
2017-07-22 01:51:38,96,100,127.5
2017-07-22 01:51:39,96,100,79.5
2017-07-22 01:51:40,96,100,127.5
2017-07-22 01:51:41,96,99,84.5
2017-07-22 01:51:42,96,99,78
2017-07-22 01:51:43,96,99,38.5
2017-07-22 01:51:44,96,99,18.5
2017-07-22 01:51:45,96,96,29.5
2017-07-22 01:51:46,96,96,69
2017-07-22 01:51:47,96,96,9
2017-07-22 01:51:48,96,96,13.5
2017-07-22 01:51:49,96,96,64.5
2017-07-22 01:51:50,96,96,36
2017-07-22 01:51:51,96,95,5.5
2017-07-22 01:51:52,96,95,23.5
2017-07-22 01:51:53,96,91,20
2017-07-22 01:51:54,96,91,6
2017-07-22 01:51:55,96,91,20
2017-07-22 01:51:56,96,91,23
2017-07-22 01:51:57,96,91,34.5
2017-07-22 01:51:58,96,89,65
2017-07-22 01:51:59,96,89,45.5
2017-07-22 01:52:00,96,89,33.5
2017-07-22 01:52:01,96,87,33.5
2017-07-22 01:52:02,97,85,57
2017-07-22 01:52:03,98,85,24.5
2017-07-22 01:52:04,98,84,66
2017-07-22 01:52:05,98,84,13
2017-07-22 01:52:06,98,84,10
2017-07-22 01:52:07,97,84,8.5
2017-07-22 01:52:08,97,84,5
2017-07-22 01:52:09,97,84,1.5
2017-07-22 01:52:10,97,84,3
2017-07-22 01:52:11,97,84,2.5
2017-07-22 01:52:12,97,83,2.5
2017-07-22 01:52:13,97,82,5
2017-07-22 01:52:14,97,82,4.5
2017-07-22 01:52:15,97,83,4
2017-07-22 01:52:16,97,84,3.5
2017-07-22 01:52:17,97,84,3.5
2017-07-22 01:52:18,97,85,2
2017-07-22 01:52:19,98,86,2
2017-07-22 01:52:20,99,86,5.5
2017-07-22 01:52:21,99,86,3.5
2017-07-22 01:52:22,99,86,6.5
2017-07-22 01:52:23,99,86,65.5
2017-07-22 01:52:24,99,87,96.5
2017-07-22 01:52:25,99,90,127.5
2017-07-22 01:52:26,99,90,22
2017-07-22 01:52:27,99,91,12.5
2017-07-22 01:52:28,99,92,20
2017-07-22 01:52:29,99,92,57
2017-07-22 01:52:30,99,92,66
2017-07-22 01:52:31,99,91,51.5
2017-07-22 01:52:32,99,91,54
2017-07-22 01:52:33,99,88,47
2017-07-22 01:52:34,99,88,46
2017-07-22 01:52:35,98,87,46
2017-07-22 01:52:36,97,87,38
2017-07-22 01:52:37,97,87,19.5
2017-07-22 01:52:38,97,85,57
2017-07-22 01:52:39,97,84,22.5
2017-07-22 01:52:40,97,83,110.5
2017-07-22 01:52:41,97,83,61
2017-07-22 01:52:42,97,82,47.5
2017-07-22 01:52:43,97,82,99.5
2017-07-22 01:52:44,97,82,127.5
2017-07-22 01:52:45,97,82,111
2017-07-22 01:52:46,97,82,54
2017-07-22 01:52:47,97,83,58
2017-07-22 01:52:48,97,83,8.5
2017-07-22 01:52:49,97,84,15
2017-07-22 01:52:50,97,85,13
2017-07-22 01:52:51,97,86,3
2017-07-22 01:52:52,98,86,7
2017-07-22 01:52:53,98,87,18
2017-07-22 01:52:54,99,87,11.5
2017-07-22 01:52:55,99,87,6.5
2017-07-22 01:52:56,99,86,4
2017-07-22 01:52:57,99,86,2
2017-07-22 01:52:58,99,85,3
2017-07-22 01:52:59,99,84,2.5
2017-07-22 01:53:00,99,84,3.5
2017-07-22 01:53:01,99,82,6.5
2017-07-22 01:53:02,99,82,6.5
2017-07-22 01:53:03,99,82,2
2017-07-22 01:53:04,99,80,3
2017-07-22 01:53:05,99,80,4.5
2017-07-22 01:53:06,99,80,1.5
2017-07-22 01:53:07,99,79,4
2017-07-22 01:53:08,99,79,3.5
2017-07-22 01:53:09,99,79,13.5
2017-07-22 01:53:10,99,80,35
2017-07-22 01:53:11,99,80,25.5
2017-07-22 01:53:12,99,80,21
2017-07-22 01:53:13,99,80,12.5
2017-07-22 01:53:14,99,80,9.5
2017-07-22 01:53:15,99,80,3
2017-07-22 01:53:16,99,80,2
2017-07-22 01:53:17,99,80,5.5
2017-07-22 01:53:18,99,80,9
2017-07-22 01:53:19,99,80,14.5
2017-07-22 01:53:20,99,80,13.5
2017-07-22 01:53:21,99,80,14
2017-07-22 01:53:22,99,80,17.5
2017-07-22 01:53:23,99,81,83
2017-07-22 01:53:24,99,81,48.5
2017-07-22 01:53:25,99,81,41
2017-07-22 01:53:26,99,85,125.5
2017-07-22 01:53:27,99,86,29
2017-07-22 01:53:28,99,86,8
2017-07-22 01:53:29,99,86,11.5
2017-07-22 01:53:30,99,86,6
2017-07-22 01:53:31,99,86,5.5
2017-07-22 01:53:32,99,86,3.5
2017-07-22 01:53:33,99,83,2
2017-07-22 01:53:34,99,81,1
2017-07-22 01:53:35,99,80,2.5
2017-07-22 01:53:36,99,80,5
2017-07-22 01:53:37,99,79,50
2017-07-22 01:53:38,99,79,13
2017-07-22 01:53:39,99,80,5
2017-07-22 01:53:40,99,83,33.5
2017-07-22 01:53:41,99,85,2.5
2017-07-22 01:53:42,99,87,16.5
2017-07-22 01:53:43,99,87,38.5
2017-07-22 01:53:44,99,85,14
2017-07-22 01:53:45,99,83,11
2017-07-22 01:53:46,99,81,17
2017-07-22 01:53:47,99,81,6.5
2017-07-22 01:53:48,99,81,27
2017-07-22 01:53:49,99,82,36.5
2017-07-22 01:53:50,99,82,14.5
2017-07-22 01:53:51,99,83,5.5
2017-07-22 01:53:52,99,83,6.5
2017-07-22 01:53:53,99,82,12
2017-07-22 01:53:54,99,82,6.5
2017-07-22 01:53:55,99,81,17.5
2017-07-22 01:53:56,99,81,45.5
2017-07-22 01:53:57,99,81,25.5
2017-07-22 01:53:58,99,81,14.5
2017-07-22 01:53:59,99,82,9.5
2017-07-22 01:54:00,99,82,20
2017-07-22 01:54:01,99,83,4.5
2017-07-22 01:54:02,99,83,4.5
2017-07-22 01:54:03,99,83,3.5
2017-07-22 01:54:04,99,83,4
2017-07-22 01:54:05,99,79,6.5
2017-07-22 01:54:06,99,79,2
2017-07-22 01:54:07,99,78,4
2017-07-22 01:54:08,99,78,4.5
2017-07-22 01:54:09,99,78,2.5
2017-07-22 01:54:10,99,79,1.5
2017-07-22 01:54:11,99,82,2
2017-07-22 01:54:12,99,82,3
2017-07-22 01:54:13,99,83,11
2017-07-22 01:54:14,99,83,26.5
2017-07-22 01:54:15,99,83,18.5
2017-07-22 01:54:16,99,83,12.5
2017-07-22 01:54:17,99,84,5.5
2017-07-22 01:54:18,99,85,3
2017-07-22 01:54:19,99,85,8
2017-07-22 01:54:20,99,84,12.5
2017-07-22 01:54:21,99,84,16.5
2017-07-22 01:54:22,99,83,13.5
2017-07-22 01:54:23,99,83,23.5
2017-07-22 01:54:24,98,84,20.5
2017-07-22 01:54:25,98,84,16
2017-07-22 01:54:26,98,85,6
2017-07-22 01:54:27,98,87,3.5
2017-07-22 01:54:28,98,86,3.5
2017-07-22 01:54:29,98,86,2.5
2017-07-22 01:54:30,98,86,3.5
2017-07-22 01:54:31,98,85,15
2017-07-22 01:54:32,98,82,127.5
2017-07-22 01:54:33,98,82,1
2017-07-22 01:54:34,98,81,2
2017-07-22 01:54:35,98,81,1
2017-07-22 01:54:36,98,80,1
2017-07-22 01:54:37,98,80,1
2017-07-22 01:54:38,98,80,2
