data_timestamp,Spo2,Pulse,PA

2017-07-07 21:14:14,36,183,127.5
2017-07-07 21:14:15,36,183,114
2017-07-07 21:14:16,36,183,127.5
2017-07-07 21:14:17,36,183,127.5
2017-07-07 21:14:18,36,131,127.5
2017-07-07 21:14:19,36,106,104.5
2017-07-07 21:14:20,36,106,71
2017-07-07 21:14:21,36,106,72
2017-07-07 21:14:22,36,106,55
2017-07-07 21:14:23,36,106,127.5
2017-07-07 21:14:24,36,106,127.5
2017-07-07 21:14:25,36,106,127.5
2017-07-07 21:14:26,36,106,127.5
2017-07-07 21:14:27,36,106,127.5
2017-07-07 21:14:28,36,106,127.5
2017-07-07 21:14:29,43,96,93.5
2017-07-07 21:14:30,53,96,127.5
2017-07-07 21:14:31,66,96,127.5
2017-07-07 21:14:32,66,96,127.5
2017-07-07 21:14:33,66,95,127.5
2017-07-07 21:14:34,66,92,127.5
2017-07-07 21:14:35,79,92,27.5
2017-07-07 21:14:36,79,92,39
2017-07-07 21:14:37,87,92,111.5
2017-07-07 21:14:38,87,91,127.5
2017-07-07 21:14:39,87,91,127.5
2017-07-07 21:14:40,87,85,127.5
2017-07-07 21:14:41,87,82,83
2017-07-07 21:14:42,87,82,14.5
2017-07-07 21:14:43,91,82,127.5
2017-07-07 21:14:44,91,82,107.5
2017-07-07 21:14:45,91,81,127.5
2017-07-07 21:14:46,91,81,84.5
2017-07-07 21:14:47,93,81,127.5
2017-07-07 21:14:48,95,82,9.5
2017-07-07 21:14:49,95,83,121.5
2017-07-07 21:14:50,95,85,5
2017-07-07 21:14:51,95,86,1
2017-07-07 21:14:52,95,86,1
2017-07-07 21:14:53,95,87,0.5
2017-07-07 21:14:54,95,87,0.5
2017-07-07 21:14:55,95,86,0.5
2017-07-07 21:14:56,95,86,1
2017-07-07 21:14:57,95,85,0.5
2017-07-07 21:14:58,95,81,0.5
2017-07-07 21:14:59,95,78,0.5
2017-07-07 21:15:00,95,78,0.5
2017-07-07 21:15:01,95,78,0.5
2017-07-07 21:15:02,96,77,0.5
2017-07-07 21:15:03,96,76,0.5
2017-07-07 21:15:04,96,76,1
2017-07-07 21:15:05,96,75,0.5
2017-07-07 21:15:06,96,73,0.5
2017-07-07 21:15:07,96,73,0.5
